text,label
Good as always.  friendly staff and good food.  They let the Peoria Fire Dept. fund raise money for the 19 firefighters who just died in the fires.  This really shows how they support the local community.  This makes them top notch in my book.  Will come back in the future.,3
Love this place! Fantastic burgers! Great service! Dog friendly to boot! More detailed review to follow.,4
"The official grand opening is Nov.16 however they are taking new clients now. The pricing is great, get in now before the Founders Membership special. Decibel CrossFit has 4,800SF of space equipped with the best gear in the business and pride themselves on their 3,200 watt sound system.\nHere is an excerpt from their website:\nOne last thing:  Are your ears not getting the same quality attention as your body?  Heard that same AC/DC or Metallica song for the 10,000th time??  Due to a multitude of crimes against humanity, can't decide if NASA should send Pitbull, Nicky Minaj, and the Black Eyed Peas on a rocket to the center of the sun, or simply destroy them with lasers???  Life is too short to work out to played-out rock and lame, top 40 bubblegum pop.  We play nothing but the newest and best electro/house/dubstep/DnB/trap and modern, alternative/hard rock; the music you want to help power you through an intense WOD and sets of heavy lifts.  Did I mention our 3,200 watt ISP Technologies Pro Audio sound system?!?!?\n\nAll in all I like the gym so far. Terrell was a great guy and did a great job of explaining why this gym is different from the plethora of crossfit gyms in the valley. I didn't do a workout today but the fianc\u00e9 did and he loved they gym. He has been crossfitting at another gym in town for over a year. I plan on starting the on ramp program on the 28th which is basically a 2 week introduction. Come on and join me or just cheer me on.",4
"Left my Mexican paradise \nOn a big vehicle that flies.\nBack to Tucson and my personal fort\nBut first a stop in Charlotte's airport.\nHad a burger earlier from the Cozumel airport food crew\nSo all I really wanted was a cold and tasty brew.\nFound Bad Daddy's and enjoyed a Blue Moon\nMaybe I had two on this rainy day in June.\nWhat a great way to spend a layover, drinking and watching the World Cup.\nIf ever back this way I'll stop in again to say, Hey Bad Daddy, What's up?",3
"For the most part, FatBurger does an ok job with their food and drinks. In fact they are pretty decent about making sure that everything you get is on par with many of the other locations both in NV and Cali. \n\nFor some reason this location just misses the point! Now, I understand it is in a high volume area, with heavy foot traffic and etc. Catering to tourist who probably will not come back, but regardless of who comes into eat, Consistency & Quality is key!  \n\nMeat-overcooked\nBun-A little stale\nProduce-Not very fresh-BK & Mr. Jack-had better. \nExtra items?-Actually paid extra for something I didn't get! I know stupid me! \nOverpriced food, drinks, and etc. \n\nGo to \""In-n-Out\"" a few blocks away, if your really dying for a egg in your burger, go up the street to Fireside, I know they'll do it right! \n\nCheers.",1
"02/04/10\n\nHappy hour w/ Violeta.  Loved the furniture (dark wood and slightly reminiscent of old Mission churches or Spanish villas that one may find back home- I'm from the Philippines), and the ambience.  I liked how the doors/paneling opened up to a patio- it was a little chilly that afternoon, but I imagine that w/ the perfect weather we have now, happy hour at TLR would FEEL nice.  What I did not like about the LR is that it was NOISY.  Now, I didn't mind so much that the music selections were eclectic (country to jazz to classic rock, and even Motown); After all, we were AT The Living Room, and, as in different households, one can find different music playing.  No, it was just too noisy.  I'd hate to imagine what conversing would be like if the doors opening up to the patio were closed...  What I also noticed was that while there were smatterings of all age groups (there were even children running around in the patio!), most of the people there were in their mid-40s to mid-50s.  I usually check out happy hours at restaurants for the food offered, and not to meet potential love interests, and this venue would definitely be somewhere I'd just go for the food MYSELF.  I can't even picture being able to do some work on my laptop here... maybe it'll be different in a few months?\n\nService was a little bit lacking, but the place was packed!  A chair was even taken from our table (I didn't mind, but I think V. did, since she was keeping her fingers crossed that her hubby would join us).  As for the food, we were going to keep it light by ordering bruschetta.  (I knew that TLR was affiliated w/ Scottsdale's 5th & Wine, and I had tried and enjoyed the bruschetta there.)  The bread pieces here were sliced much thicker than those at 5th, and while they may have reminded me of Postino's bruschetta, the flavors, while good enough that I enjoyed the dish, made me wish I was at Postino's, or even at 5th & Wine.  Especially when it was so noisy we had to raise our voices to hear each other; Violeta wasn't enjoying the music; and children were running around not two feet away from me.\n\nI would like to give TLR another chance, and hopefully, my guests and I will find a younger crowd (no children present, please!) to enjoy the ambience, music, and food with.",1
"I like MADCAP. This is the type of theater I can see myself in often. I love the vintage, love the vibe, love how I feel when I'm here. I want to go more often. I may actually enjoy going to the movies again, something I really haven't done more than a couple times in probably a decade. \n\nWhat makes me sad is that I almost never hear about what is going on there. I wish they had some sort of mailing list that informed me of events because I occasionally wake up in the morning wondering why I haven't been in ages and then it's like.. yeah... because we never talk. Like the friendship you want to keep going and you have a hard time communicating for some reason. Ugh. If they have a mailing list I haven't found it. \n\nI really want to give MADCAP four stars... come on.. find a good way to promote your events and awesomeness. Make me spend my $$.",2
"I used to really like this office, and Dr. Dobrusin is a great doctor. But it's nearly impossible to get an appointment here anymore, and Dr. D doesn't work Fridays anymore, which is becoming extremely inconvenient for me because that's the only day I can get off. I think I'm going to change doctors now. There used to be a time I could call in the morning, and get an appointment that day. Not anymore.\n\nI don't like the front office staff. They are not very knowledgeable, and I think there's some language barriers. \n\nHowever, I still recommend Dr. D for newborn circumcisions. He's very experienced with them.",1
"When it's late and you want a pint and some wings, this isn't a bad spot. Granted they aren't free range organic, but better than the stuff you'll get at BWW. The place is usually empty after 1am, so the service is great.",2
Had a frustrating problem with my billing.  Spoke w/ a very NOT nice person from Atlanta I think... Was called by a local Tempe manager and it was resolved.  Thank you.,2
"For 18 dollars they do a phenomenal haircut, which includes a neck shave and massage. Crazy right? I always feel guilty and over tip. Best barber shop in downtown Phoenix.",4
"For fifteen years I believed that I was not an athletic person. (Tripping over one hurdle in high school brought me to this conclusion, but that's another story). After joining Allied Crossfit  3-4 months ago I can honestly say that I was wrong. I am athletic. That's huge for me, and it says a lot about Allied Crossfit, because I believed that lie about myself for fifteen years.\n\nHere's a list of things that made me change my mind about myself.\n\n1.Gareth-He's the owner of the gym. He's also the heartbeat that pulsates throughout the facility. Gareth is motivated by a passion for Crossfit and what it stands for, and it's contagious, because he's passionate about the sport, his staff, and the membership. It motivates me and encouraged me to keep going. \n\n2.Trainers- All of the trainers are knowledgeable, observant, and encouraging. I trust the instruction they give me, and they encourage me to push myself every day. Anyone can claim the role of 'trainer' at a 'gym', that doesn't mean that you should trust them. The trainers at Allied Crossfit are not posers. They are legitimate trainers you can trust. Their expertise has made me better, and has built my confidence in my athleticism.\n\n3.Members- Everyone supports each other no matter what. You don't have to be ashamed of your fitness level. There are people of all shapes, sizes, and fitness levels in the gym. There have been a couple of days where the encouragement of the members got me through the workout.\n\nI am forever changed by Allied Crossfit, and I'm thankful for it. I could go on and on. You have to experience it to get it. Stop in, and I'll chat with you about it. If I'm not there, talk to Gareth, or the trainers, or the members. We're a friendly bunch!",4
"Not impressed.  Went here for a group lunch and ordered the Reuben.  At first bite, it was OK, but then I got a big mouthful of fat.  I opened the sandwich and the rest of the meat was so fatty, I simply could not eat it.  I mean big globs of fat and hardly any meat.  I tried cutting out the fat, but it was pretty much all there was to the meat.  Eventually I gave up, piled the meat on my plate, and ate the soggy bread.  My colleagues also commented on the fat and how little meat was actually in my sandwich.  REVOLTING.",1
"First of all, please put up pictures of your more exotic dishes at the restaurant.  Sometimes words can not describe what this dish is supposed to taste like, but pictures speak a thousand words.\n\nSecondly, the Kiwi Watermelon Lemonade is a pure stroke of genius.  You have given me an idea for a new party drink creation - KiwiWaterLemon Soju.\n\nNext, let's go on to A_____, your very defensive waiter.  I asked him to describe a \""Scramble\"" and he told me what it was.  My response was \""Oh.  Okay,  So it's kinda like a Denny's breakfast skillet.\""  He then got pretty irritated and told me that it's not anything like that.  \""And unlike Denny's, we use fresh ingredients that probably came in from California this morning.\""  Geez.  Okay.  Relax.  So I was fucking wrong.  Excuse me.  Just correct me, don't treat me like an idiot.  I should have walked out at that point.\n\nLastly, do NOT eat the \""HH Famous Meatloaf, roasted red peppers, fresh spinach and smoked mozzarella\"" (House Hash) served with eggs on a bed of crispy potatoes.  The meatloaf is tasteless, dry and gray.  There's a great biscuit, but no country gravy.  I ate the eggs and a little bit of the meatloaf, then let the rest of it rot.  This is a poorly designed dish and it should be removed from the menu.\n\nWould I come back and give Hash House A Go Go another chance?  Of course I would.  But to be fair, except for the great lemonade, my experience was pretty sub-par.  I need to be 'WOW\""ed the next time.",2
"Celebrating your 50th birthday here is ill-advised if you have a heart condition or are not ok with the randomness of the Grapevine and its Saturday night karaoke crowd.  All the sudden I look up from the birthday friend being serenaded on stage to \""Like a Virgin\"" when some meathead (rumor has it he's a stripper) starts dry humping said friend lifting her up chair and all. \n\n* Good times.  \n* Immense song list.\n* Slow drink service.\n* Kick ass bongo drums.\n* Slow karaoke service.  Took me about 90 minutes to wait for first song. (Bob Marley - Is This Love)  \n* Too many drunken \""Sweet Carolines\"" and \""Black Velvets\"".  Let's be original, people.\n* And, yes, it seems that many of the clued in regulars get to sing more often. \n* Here's a tip.  I saw the same guy sing as Joe, Joseph and Jose.  If you can't beat em?  Join em.",3
"You want to get your dog groomed the right way - then this is the place to come!  Remember stay and support your local business.  Don't take your pooch to those large pet business chains for grooming!\n\nLocation - conveniently located in Surprise along West Bell Road opposite Walgreens, just on the corner with Reems Road.  \nThe business is located in that shopping center/strip mall on the corner behind Sonic and next to the gym/fitness center.\nLots of available parking and the business is not difficult to find with large signs and two easily identifiable entrances.\n\nAesthetics - Inside is very large - both the dog grooming area and the waiting area.  As you enter, the business is bright with soft colors on the walls, lots of windows/glass, and smells great!  \nThe last part is important because you don't want to visit a dog grooming business and it smells doggy or of anything else!  \nEven the area where the animals are groomed has lots of space for them to run about and socialize with each other!  No evidence of cramping at all!\n\nService - Only one word the sums it up - excellent!  The business is run by Margo and she's there taking calls, greeting folks as they enter, and grooming.  Very warm, welcoming, and pleasant lady!  Initially when I visited I thought it was a one-woman-show but later when I returned to pick up my dog, she had help.  Despite being busy, she is very organized and excellent with the dogs.  She doesn't shout or yell at them and was very patient.  \nShe's very accommodating in terms of timing and scheduling and was willing to accommodate my schedule.   She can usually get you in within a day and that's what she did with me - I called on Friday and was able to get an appointment on Saturday which fit my schedule perfectly.  \nPrices are affordable for a grooming which includes everything from teeth cleaning, nail clipping, to hair cut, etc. and you can tell what you want and what you would like to omit.  There's even a 10% discount for new customers.  \nEach dog is individually cared for and not treated like a conveyor line production like you might find at some of the large pet chains.  \nI have been going to many dog groomers and usually my dog will come back with some kind of problem, e.g. an allergy to the shampoos used but this wasn't the case with Margo.  My dog returned home happy and healthy without any problems!\n\n\nRating - 5/5 stars!  Definitely will be returning and have already scheduled my 8-week follow up appointment!",4
"YEEAAAEEEEE YEEEAAAAEEEEEE!!!!! B-Dubs never dissapoints, gots to town & threw down on some BANGIN wings all to wash it down with the CHEAPEST BEER IN TOWN!!!!!! Thanx to all over there doin it how it should be done!!!!",4
"This was a nice option for a restaurant that doesn't scream \""Vegas\"". Our party of four stopped by after an event without reservations on a Sunday night and 10 minutes later we were seated on the patio with a nice view of all the guys handing out escort cards. Besides the \""view\"", good food for what I had. I wasn't feeling a large meal so I ordered the tomato and mozzarella salad, crab cake, and split calamari. Our table split a bottle of wine. \n\nAs someone else mentioned, the rolls are amazing. The calamari was very good, as was their tarter sauce seasoning. It did bother me the calamari didn't come with a lemon, so we had to ask for one, and the dish was a bit cold by the time we got our garnish. The crab cake was good, and expensive (I believe about $13 for one crab cake), but nothing to write home to my Maryland peeps about. The mozzarella and tomato salad was very good! Huge slices of tomato and generous portions of fresh mozzarella...very good!\n\nA great stop-in place in Vegas without the hassle of a big name, star chef restaurant. Prepare to drop some dough for a full meal.",3
Meh....I could have lived without having to experiencing this place. Food was alright and the service wasn't the greatest.  (And not in the New York kind of way...just not available)  I could have spent $20 on breakfast somewhere else.,2
Awesome custard and burgers.  Nothing says greasy happiness like cheese curds.  They do it right considering they are a big chain..,3
It was absolutely disgusting. I think I had the bulgogi burger and it was covered in this gelatinous muck. The garlic parm fries were covered in salt and over cooked. The guys there seemed nice but I will not be returning!,0
"The question, of course, is: What do you order at a place named U.S. Egg? A hamburger, right? Right.  In doing so, you'll get to devour one of the best burgers to be found in downtown Scottsdale.\n\nThe second version of this two-store operation (the first is in Tempe) offers terrific breakfast and lunch grub at reasonable prices. I've had the eggs and all that. They're good, too. And, I suspect, most people come for breakfast rather than lunch. But if you're steering your car into the neighboring Red Lobster or Olive Garden, or, for goodness sake, Denny's to stuff yourself full of corporate crap, stop. Do yourself a favor and pull into the U.S. Egg. Or do other people a favor and park in the Red Lobster/Olive Garden lot and go to U.S. Egg. Perhaps the lot will, with your help, fill up and terrible eating disasters will be avoided.\n\nAnyway, U.S. Egg has burgers, sandwiches, eggs, pancakes and all that stuff. They're open everyday until 2:30 p.m. Seating was speedy as was the friendly, helpful service during our visit. The atmosphere is mellow and the two-seat booths offer a coziness not found at other joints. It's easy to overlook this place, for whatever reason. Stick it in the back of your mind and try it out someday. I think you'll be happy you did.\n\n* You'll find the menu, hours, addresses and other such information on the website.",4
"They were closed from 2-5, What the Hell!!!! Trek all that way from Mirage and you're closed! What kind of Vegas stop are you!",1
"Awesome food, pizza is loaded with cheese and good quality toppings. Beats pizza hut anyway!",4
"I fell in love with this place at the Mesa location but I haven't been impressed with this one. First of all, they have all 16 year old kids working there. Now, they're nice enough, but frankly they're slow and all they do is socialize. After the 15 minutes it takes them to put some ice and syrup in a cup, I often realize that it's not even the correct order. Still decently priced and good tasting ( except the passion fruit syrup-- that's nasty) but lots to be desired service wise. Where's the management?",2
"As far as diners go I'm not that impressed.\nThe pancakes are unique but nothing else is worth trying in my opinion. I gave this place a few tries and while I know it isn't supposed to blow my socks off, I would say that the prices are a bit high for what they're serving. \n\nThe service there is nice and pretty fast. That's all I got.",2
"A total dive, but worth it. Service is good and the Pho is authentic.",2
"I have a medium sized cockapoo that I used to take to Petsmart to get groomed. I was never happy with their service - they would give him the atrocious poodle cute even when I specifically asked not to and I noticed sometimes his breath was still smelly even though teeth brushing was in the package. He was also deathly afraid every time we went to the stark white room in the back of Petsmart.\n\nI was SO happy to have discovered Malinda's. Not only was it much less expensive, they service was amazing! My dog came out looking adorable, following the exact instructions I gave them. He was clean, smelled fresh and even fresh breath. The groomer also found a tiny weed lodged deep in his paw and took the time to tell me how to check for things like that. The place also looked adorable and front desk service is friendly as well. Arthur and I are so glad to have found a new groomer!",4
Very friendly staff. Great food. The girl at the register also took the time to work with us on our order so we got the best fit for our family at the cheapest price. Great service!,4
"Apparently the new owner has trouble keeping employees.  The cook had not shown up in two days so the owner (who is not a cook) was cooking.  The server made it obvious to us that she did not like the owner or her ability to cook.   Service was not good, food was ...ok. Was charged extra for fries with sandwich instead of potato salad, but server never mentioned it was a dollar more.  That info was hidden in the tiny fine print on a different page of the menu from the sandwiches.  The bathroom was even dirty so I guess the dishwasher quit too. \n\nDisappointed in the total down grade of the place.",0
"I hate to give bad reviews but it was slow inside yet still service took forever because the pick up n to-go orders didn't stop. Only one lady there, poor thing. We were there for 2 1/2 hours way too long. Pulled pork was yummy and brisket as well. Not a fan of ribs... Fatty, dry and tough. Hot BBQ sauce had 0 kick. Cold corn and definitely not my momma black eye peas and rice :(. Still in search of a great bbq spot in Vegas. Any ideas?",1
"Stopped into this new location today for a pair of their Rugged Exposure Journey Plus walking shoes.  I've been buying shoes at Big 5 for many years & have always done well with them...  This variety, for example, are comfortable right from the start & last me a couple of years.  That's better performance for $20 than I get from Florsheim's that cost $100!     :-))",4
"This was the singularly worst meal and dining experience I have had in a very long time.\n\nThe menu promises there will be a great meal here. The actual experience is extremely different. We ordered our meals and waited an hour for them to arrive. Our waiter was absent during this time. When our meals arrived via a different waiter the food was all lukewarm. My chile relleno was so small and unrecognizable I thought they forgot it. It consisted of small flat piece of pepper covered with a tasteless sauce and some sort of cheese. The tamale was cold, filled with unseasoned ground beef and quite tasteless itself.  We never received our check until we stood up to leave. Then our waiter magically materialized, for the first time since taking our order over an hour earlier. \n\nTry any other Mexican restaurant, even Taco Bell, before going here.",0
"Myself, my husband and my son came in for happy hour on a Thursday afternoon. It was a quiet day in the 808 so we were told to just grab a seat wherever. We sat at a table for 4. We ordered our food and my brothers' food who was to join us. Not too long after the food arrived my brother showed up along with our friend (unbeknownst to us). Naturally we all want to sit together, so, my husband grabs a chair from an empty table behind us for our friend. As soon as that happened the waitress rushes over to us and says that we can't do that so I told her ok than can we move to the table next to us that was a table for 6. And she tells us we can't do that either, she says in order to be sat together we would have to arrive together..WTH!!..mind you it just us and couple that was dining at the time. So, explain to me what the issue is here? My brother left along with our friend. Of course I'm confused of what just happened and wanted an explanation. To make a long story short she said it's Dean's policy (the owner) cuz there's been numerous complaints blah blah blah and that they are trying to figure out blah blah blah...really right now, save it, if you're still trying to figure $#!+ out on how to run things in the dining area than use your better judgment or your own discretion on on certain issues...like I said it was a slow day in the 808... \n\nbtw...get your knives sharpened or somethin cuz there's gotta be something wrong when you pick up one sushi and the whole roll is still connected....sushi gone wrong! \n\nYeah, such a shame to call such a place 808 when there's no ALOHA spirit or service! \n\n1 1/2 ago I raved about this place and would rate it 5stars...NOW if You ask me today I would rate this place ZERO stars but I have to rate at least 1 star to post my review.\n\nJust so you know we were here 2 weeks prior to this incident with disservice and today we decided to give it another chance...and it has gotten to this point. Done with the 808.",0
Great pest control company! They're always on time and I've had the same guy spraying my house for years now.,4
"It's alright.. Not bad but not awesome!\nAYCE could be a little better. Kalbi ribs looked like some mini leftovers and I barely got any meat to get a true itdea what I'm eating. You can only order that item once, the came some Japanese Steak and It was some ground beef with teriyaki.. Wth is that? The sushi is decent but not like damn yo!! I travel for a living and try out a lot of sushi and this place is Aightt. I may visit again but not anytime soon.. I'll try the bento and give them a second chance.",2
The room is very spacious and nice HOWEVER we found bugs right next to our bed probly anywhere between 15-20 small bugs. We investigated more and found two spider webbs and a dirty towel in a drawer. The lady at the front desk nicole was very sweet about got us a new room and a $50 credit to there resturant. When we got our new room there was a leak from the codensation :/ wont be coming back!,1
"My wife and I ate some food from here for take-out, we werent impressed.  OK, but I wouldn't order from here again. I'm not sure why it got such high reviews, we just moved here and this is the first Chinese place we've been to so maybe this is good for the area, I don't know. The entrees were reasonably priced, but the appetizers were overpriced.  $5-6 for crab puffs is way too much. My biggest complaint about the food is that in the Kung Pao Chicken we ordered the chicken wasn't the breaded and fried variety typical of american style Chinese food, and sauce wasn't very flavorful.  Maybe they are trying to be more authentic with the chicken, but the rest of the dish was your typical americanized Chinese, so there was a mismatch there.",1
Mmmmmm! I love their breakfast burrito! Although I cannot finish it because of it's mammoth size I will return again and again. Don't forget to order some Gac+Chips! THE BEST!,4
"Great food, always fresh love to come in and eat with the family\nthey have great breakfast lunch and dinner, sea food is always fresh and the people are great and have the best lunch specials.  Food is unique",4
"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense. $22 for a White Russian, a Heineken, and a Coors Light? Come on. I mean, I guess it's strip prices, but YUCK! I'm used to my California dive bars, not this. I tried to tell my pals that we should go to one of the GREAT video poker lounges around town and get hammered for under $20 a piece, but nooo, they wanted Dicks. Alright. I mean, the bartenders didn't even harass us, and for a Thursday night at midnight it was empty. There were two people dancing to the bad cover band.\n\nI guess it's fun for some folks, but not for me.",0
"I've passed by this place several times and wondered about it- exterior was interesting enough to catch my eye. Place actually had the fee of an older steakhouse. Service was decent. All of the food I tasted was excellent- fried octopus, a water melon salad, and samples from two different cuts of steak. Steak was actually amazing. Beer selection was reasonable but not extravagant...better than average bar of course. Lighting was a little dark..seems like a good place to take your family (parents I mean, didn't really seem geared towards families with children). Business casual dress at least.",3
"Enjoyable fresh flavors with crispy fresh chips, relaxed atmosphere and nice friendly bar.",3
"Granted the set pieces are dated, and the songs are Classic Hollywood, but this is what I love! \n\nWhat made this show extra interesting to me is the backstage tour I took before attending the show. Julie, our showgirl tour guide, was very informative, and friendly. It was absolutely fascinating to see the costumes, headdresses, back packs, jewelry, props, sets, etc. To learn about the stage and how they move the scenery around, and deal with quick costume changes, plus how often everyone has to audition. \n\nHaving this knowledge in my backpocket really enhanced my appreciation of the show. It also didn't hurt that I got a free seat upgrade when the usher took one look at my seat location and said that my view may be blocked. And, if it was, to come back and see him and he would move me. Well, it was blocked, and he did move me. Score!\n\nWithout the tour, I'd probably have given 3 stars, but with the tour, I've bumped my score up to 4 stars. And, contrary to other big ticket showroom shows, there's no drink minimum.\n\nI completely agree, however, that the men are spectacularly lackluster.",3
"Worst Embassy Suites Ive been to in my life. They need to remodel the rooms, it doesnt feel like a hotel at all it feels like im in a cheap motel. Shuttle was 30 mins late and the breakfast opened so late. It says they open at 6am and we waited till 6:45 but they havent served the food yet, so we just left to catch up for our flight after wasting almost an hour of waiting for the food... Worst hotel ever! Dont be fooled by the name, my family and i love Embassy suites  but this one is just awfully bad.  Not worth staying at all, id rather go to hyatt or renaissance just next door next time Im here.",0
"Just like all the other Firehouse subs that I've been to.  They make great subs, much better than Subway.  Service was fast here, even with a group of 15.",2
"This place really needs some pointers on customer service. The front desk, Claire, was rude and didn't even acknowledge me or give any type of instructions when I walked in. I waited because she was helping another patient. When she finishes, she STILL doesn't say anything, doesn't even look up, and makes a phone call. Then this guy walks right in, goes in front of me, signs in, and he obviously sees me standing there. Then when I say something he continues to sign in before me. There is absolutely no privacy at all. The staff discuss the patients information all at the front desk and they are very disorganized. I asked for an estimate of how long I'd be waiting and all Claire says is \""there's three people ahead of you\"" and then I get called 1 minute after. Really?? I got called up for my information more than once. There is no communication between staff members and they talk down to each other in front of the patients. Overall, if you could choose another location, I would.",0
"Came here for lunch because the kiddos wanted to hang out and feed the ducks. My husband and approaches the hostess stand and was rudely told by Robin that they were not seating any one outside. We talked it over for a bit and the kids really wanted to stay. I re-approached the hostess and she asked if we wanted to sit by the window. I said yes and she reiterated that no one could sit outside. I laughed it off and made a comment about the kids wanting to be outside to play. She said (very curtly), \""Well, this IS a restaurant and kids can't just run around.\"" I laughed and told her that we would be dining elsewhere. My kids had been standing there quietly the entire time - no running, no yelling and no fits. I guess she had to assert herself and put us in our place. I'm not sure why they have the ducks and allow kids to feed them if they don't want kids playing outside. My husband then asked her for her name and her supervisors contact information. She told us she was in charge - we asked her if she was the owner of the restaurant (to which she answered \""no\""). We then requested this individuals contact information. She reluctantly have us an email address. She then told my husband \""well, what should I have said to your wife?\""  At this point we disengaged with her and left. We headed down the road to the Buffalo Chip Saloon and had excellent service. \n\nThis was the straw that broke the camels back - the food was mediocre and this type of service is abhorrent. If my children are misbehaving then feel free to tell me something but don't provide me with preemptive and unsolicited parenting advice. This place is definitely off of our list of places to eat. We will use our hard earned money to patronize establishments with staff that knows how to treat its customers.",0
"I had high hopes for this place and really wanted to love it since it seems like the only boba place in Henderson. I got 2 avocado smoothies for me and my friend...as soon as I took my first sip, I said to my friend, it's not as good as the one in Chinatown. I'm not sure if they used less avocado in their smoothies or if the avocado that day was just not as ripe? Either way, I haven't tried it again since. Maybe I will give it another try. However, I will say that the service was friendly.",2
"My opinion may be a bit biased because we were given near VIP treatment for our first time there.  Thanks to Herman N. we were placed on the guest list (funny story if you want to inquire).  We didn't think too much of it, as we thought we'd be able to just stand in a different line and pay the normal cover charge.  I was wrong.  The night we were there, there was a long line to get in.  The club was relatively new at the time.  Our guest list privilege allowed us to not only skip the line completely, but to get in for free.  Crowd was fun and the layout was nice.  The outdoor area with the waterfall was a nice touch.",3
"If you don't like having smooth, relaxing craps, and pleasure yourself in hot, anus ripping diarrhea, then look no further- Basha on Sherbrooke and University is the place for you!\n\nThis lovely little toilet nightmare is placed in the basement suite of an old, semi-abandoned office building, sharing its prime real estate with a shady currency exchange store that opens for only 3 hours a day and a Tim Hortons above it that, for lack of a better word, is as pleasurable in dining as is eating the asshole an obese computer technician named Fred.  The decor in this Basha's is lovely:  it features crumbling drywall, piss yellow cracked paint, and an orange trim that is peppered with cigarette burns and ashes from the staff after working hours.  The floor is also missing a few tiles and it's been mopped with outdated cleaning products from the 50's that smell like ass-juice vinaigrette.  The decor and ambiance of a Middle Eastern building in the midst of a warring conflict is achieved in all 5 senses...truly a design award is necessary for this place.\n\nThe food is affordable...some would even argue cheap as hell.  And hell it does seem to exemplify once tasting it.  The hummus is about 5 days old and unrefrigerated, giving it an extra bit of sour mold to for a reduction in taste, while the kebab meats are uncooked, still dripping fresh in its juices when killed when served to you coupled with vegetables from Lobo.  If you're lucky enough, this delicious meal will also include an extra bonus of a piece of fur or bone from the mystery meat you adventurously embark on tasting.  This is truly a wonderful spoof at the poverty some must undergo in the slums of war torn countries and the owners do an excellent job simulating poverty's finest dishes to an elite group of college students.  Truly, this ploy of forcing empathy through taste is a great charitable cause and is noteworthy in decor, ambiance and especially in inducing you to excretion levels so high that your bowels and esophagus will be taken to unseen heights.",0
"We used a groupon to check this place out. Despite having a pleasant sever, the service was poor. We ordered the dumplings (delicious), spring roll (not tasty at all. Probably the worst i have ever had), and chicken and steak hibachi (very salty). I can't say I will be back any time soon. It was just okay for us.",1
Good eating buffet: After eating a few soso buffets we found this place to be really good for the price. Me and my lady really enjoyed most all of the food on it. i had the prime rib and it was rare & tasty the way ilike it. My girl had the salmon and truly enjoyed it. We both liked the desserts also but didn't have a lot of room the tummy to eat. This place was very clean and all the wait staff was very friendly. I highly suggest this buffet as we would go back again.,3
"Damn you, Priceline!\n\nDon't get me wrong, I love a good Priceline deal.  Most hotels I found through Priceline have been cheap and better than expected.    However, in this case, my experience was a big fat disappointment.  It is partially my fault, because I failed to read the disclaimers.  You see, about 12 months ago, Priceline changed their hotel \""zones\"" from \""North Strip\"" to \""North Strip & Vicinity\"" and from \""South Strip\"" to \""South Strip & Vicinity.\""  Oh boy.\n\nThe last two times I was in Vegas (Final Four Weekend and Kentucky Derby Weekend), I was unfortunate enough to have been relegated to the \""vicinity.\""  I am talking about Hooters Hotel and Casino, formerly known as San Remo Hotel.  The Hootel, as I like to call it, is located just behind Tropicana and just across the street from MGM Grand.  The location is really not that bad.  Besides, I only paid $69/night, which my friends found to be hilarious in itself.\n\nHowever, was it a good value?  NO!!!!\n\nThe Hootel is worse than you can imagine.  Only one of the two elevators in our tower worked.  The Hootel seemed to have a shortage of hand towels and regular sized towels.  When we called housekeeping, they promptly brought us more bath towels.  Hmmm.  The towels weren't even all that white.  Hmmm again.  The latch on my balcony door wasn't working.  Hmmm one more time.  The walls are paper thin, so you can hear a lot of what's going on in the adjacent rooms.  Hmmm and shrug.  We stayed on a non-smoking floor, but the \""no smoking\"" designation must have included tobacco only, because the distinct smell of marijuana emanated from the hallway (I am talking to you, obnoxious guests in Room 1008).  Hmmm and sniff-sniff.\n\nThe room itself is a sight to see.  It's not your average Zach and Cody's suite at the Tipton Hotel.  It's more like Hannah Montana's after-school Malibu hangout . . .  if she and her friends wore orange shorts and served you beer and chicken wings.  (OK, even I don't know where this analogy came from).\n\nHave you ever dreamed of having your own Hooters Restaurant in your house, without the women or chicken wings?  Well, your fantasy is realized right here, in your very own Hooters hotel room.  Your room decor will feature tables and backboards made of unfinished wood, bright orange lampshades, a painting of a Hooters restaurant on the wall, a fake palm tree, and ... an orange bar stool and a bar table right in your room!!!  Score!\n\nUnfortunately, no amount of orange decorations could make up for the white trash appeal of this hotel.  The clientele of this Hootel is unbelievably white trash.  Never in my life have I seen so many Harley Davidson and Lynyrd Skynyrd t-shirts on a casino floor.  Every group of frat boys checking in had a case of Pabst Blue Ribbon or Bud in tow.  Women had questionable tattoos and wore Daisy Duke shorts.  Casino featured neon lights and an original Alan Kulwicki's NASCAR vehicle.  I kept hearing Jeff Foxworthy's \""You might be a redneck if . . . \"" routine in my head.  'Nuff said.\n\nI love a good bargain, but this isn't it.  Do yourself a favor and spend the extra $10-30 a night on a real hotel room.  I am never staying here again, EVER.",0
